Book_Name,Author,Rating,Number_of_Reviews,Price,Description_Clean,Listening_Time_Minutes,Genres,Rating_Category,Price_Category,Length_Category,Popularity_Score,Description_Length,Data_Source,Description_Processed,Title_Processed,Genres_Text,Combined_Text,Cluster_KMeans,Cluster_DBSCAN,PCA_1,PCA_2,TSNE_1,TSNE_2
"Get a Grip: An Entrepreneurial Fable - Your Journey to Get Real, Get Simple, and Get Results",Mike Paton,4.6,208,668.0,It’s time to take your business to the next level.,490.0,[],Excellent,Medium-Low,Long,5.3423343,50,both,time take business next level,get grip entrepreneurial fable journey get real get simple get result,,get grip entrepreneurial fable journey get real get simple get result time take business next level,2,0,0.24823359078116838,-0.6812919261387346,29.647892,-4.2628665
Get Better at Getting Better,Chandramouli Venkatesan,4.4,133,879.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Very Good,Medium-High,Long,4.89784,228,both,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,get better getting better,,get better getting better oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.8697417990537653,13.875802443541795,-5.1682243,60.16703
"Get It Done Now!: Own Your Time, Take Back Your Life",Brian Tracy,4.5,0,586.0,"There is a quote attributed to that most famous of individuals, Anonymous: ""Starve your distraction, and feed your focus."" This is the perfect idea with which to open this great new work from Brian Tracy.",445.0,"['265 in Audible Audiobooks & Originals', 'Time Management', 'Time Management & Productivity', 'Personal Success']",Excellent,Medium-Low,Medium,0.0,204,both,quote attributed famous individual anonymous starve distraction feed focus perfect idea open great new work brian tracy,get done time take back life,audible audiobooks original time management time management productivity personal success,get done time take back life quote attributed famous individual anonymous starve distraction feed focus perfect idea open great new work brian tracy audible audiobooks original time management time management productivity personal success,2,0,0.04508422734924184,-1.5013503875364438,48.706924,-15.983465
Get Organized: Do More in Less Time,Ciara Conlon,4.5,0,1003.0,"At some point in our lives, most of us have felt overwhelmed by the number of things we need to do and the lack of time we have to do them. And although technology has advanced by leaps and bounds, giving us new ways to help keep track of our tasks and organize our lives, these technological advancements also bring even more demands on our time.",285.0,"['298 in Audible Audiobooks & Originals', 'Time Management', '000 in Personal Development & Self-Help']",Excellent,High,Medium,0.0,347,both,point life felt overwhelmed number thing need lack time although technology advanced leap bound giving new way help keep track task organize life technological advancement also bring even demand time,get organized less time,audible audiobooks original time management personal development self help,get organized less time point life felt overwhelmed number thing need lack time although technology advanced leap bound giving new way help keep track task organize life technological advancement also bring even demand time audible audiobooks original time management personal development self help,2,0,2.2055225361165895,-1.1347414311375725,47.983257,6.658354
Get Out of Your Mind & Into Your Life: The New Acceptance & Commitment Therapy,Paul Boehmer,4.5,648,938.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",490.0,[],Excellent,High,Long,6.475433,228,both,oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,get mind life new acceptance commitment therapy,,get mind life new acceptance commitment therapy oops rush hour traffic piling please try short trying place order processed time amazon home continue shopping,2,0,-2.8190206708959784,13.72902460424922,-2.7608476,52.711502
"Get Rich, Lucky Bitch!: Release Your Money Blocks and Live a First-Class Life",Denise Duffield-Thomas,4.7,300,773.0,"It's weird and frankly bewildering that the most talented women in the world are often the ones struggling to make fabulous money from their talents. In Get Rich, Lucky Bitch!, you'll get the tools and inspiration you need to go to the next level of wealth - whether you're starting from scratch or itching to break through the million-dollar mark.",490.0,[],Excellent,Medium-High,Long,5.7071104,348,both,weird frankly bewildering talented woman world often one struggling make fabulous money talent get rich lucky bitch get tool inspiration need next level wealth whether starting scratch itching break million dollar mark,get rich lucky bitch release money block live first class life,,get rich lucky bitch release money block live first class life weird frankly bewildering talented woman world often one struggling make fabulous money talent get rich lucky bitch get tool inspiration need next level wealth whether starting scratch itching break million dollar mark,2,0,0.16872535337335867,-1.4191075653794065,14.592907,4.7128544
"Get S--t Done: The Ultimate Guide to Productivity, Procrastination, & Profitability",Jeffrey Gitomer,4.5,78,469.0,The must-have guide for getting s--t done!,232.0,"['Audible Audiobooks & Originals', 'Business Sales', 'Time Management & Productivity', 'Personal Success']",Excellent,Low,Medium,4.3694477,42,both,must guide getting done,get done ultimate guide productivity procrastination profitability,audible audiobooks original business sale time management productivity personal success,get done ultimate guide productivity procrastination profitability must guide getting done audible audiobooks original business sale time management productivity personal success,2,0,0.14832292695856017,-1.7779148780638432,48.299957,-15.265245
Get the Guy,Matthew Hussey,4.5,1565,888.0,"This is the audiobook that single women have been waiting for! Created by the hottest dating coach on the scene, Matthew Hussey, it offers clear, honest, and practical advice for women on how to find their ideal man - and, importantly, how to keep him. Using simple steps, Matthew guides us through the complex maze of dating and shows us just how to find the guy, get the guy, and keep the guy.",490.0,[],Excellent,Medium-High,Long,7.35628,395,both,single woman waiting created hottest dating coach scene matthew hussey offer clear honest practical advice woman find ideal man importantly keep using simple step matthew guide complex maze dating show find guy get guy keep guy,get guy,,get guy single woman waiting created hottest dating coach scene matthew hussey offer clear honest practical advice woman find ideal man importantly keep using simple step matthew guide complex maze dating show find guy get guy keep guy,2,0,0.1925356287991636,-1.2660489466566287,14.19878,2.7550755
Getting Ahead: Three Steps to Take Your Career to the Next Level,Joel A. Garfinkle,4.5,32,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",490.0,[],Excellent,Medium-Low,Long,3.4965076,122,advanced_only,sorry need make sure robot best result please make sure browser accepting cooky,getting ahead three step take career next level,,getting ahead three step take career next level sorry need make sure robot best result please make sure browser accepting cooky,2,0,0.2345034141790104,-3.209592053838964,-0.8991502,-36.669037
Getting Rich in America,Brian Tracy,4.5,0,1439.0,Learn the strategies of America's wealthiest people!,316.0,"['096 in Audible Audiobooks & Originals', 'Personal Finance', 'Personal Success', '601 in Personal Development & Self-Help']",Excellent,High,Medium,0.0,52,both,learn strategy america wealthiest people,getting rich america,audible audiobooks original personal finance personal success personal development self help,getting rich america learn strategy america wealthiest people audible audiobooks original personal finance personal success personal development self help,2,0,0.577050674721627,-2.5502433590218465,54.72479,11.9444
